,ID,Name in English,Main country,All countries,ISO639-3 codes,Degree of endangerment,Number of speakers,Latitude,Longitude,Rank ,Quality of life index,Years of life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income per capita,Endangered,Rank,Population,Government,Republic,Constitutional monarchy,Provisional,Absolute monarchy,% speakers
302,156.0,East Cape Yupik,Russia,RUS,ynk,Critically endangered,70,66.0166,-169.7166,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,4.786711487153646e-07
303,493.0,Orok,Russia,RUS,oaa,Critically endangered,64,52.3437,143.0557,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,4.376421931111905e-07
304,474.0,Forest Yukagir,Russia,RUS,yux,Critically endangered,50,65.4936,151.0757,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,3.4190796336811755e-07
305,501.0,Tofa,Russia,RUS,kim,Critically endangered,40,53.7324,98.2589,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,2.7352637069449407e-07
306,505.0,Udege,Russia,RUS,ude,Critically endangered,40,47.6209,136.0903,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,2.7352637069449407e-07
307,467.0,Chulym Turk,Russia,RUS,clw,Critically endangered,35,57.3354,88.1542,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,2.393355743576823e-07
308,472.0,Forest Enets,Russia,RUS,enf,Critically endangered,20,68.6836,86.2727,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,1.3676318534724703e-07
309,423.0,Vote,Russia,RUS,vot,Critically endangered,20,59.5858,28.4518,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,1.3676318534724703e-07
310,763.0,Copper Island Aleut,Russia,RUS,mud,Critically endangered,10,54.7753,167.5662,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,6.838159267362352e-08
311,416.0,Ter Saami,Russia,RUS,sjt,Critically endangered,10,68.0638,38.7063,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,6.838159267362352e-08
312,502.0,Tundra Enets,Russia,RUS,enh,Critically endangered,10,71.6973,83.5839,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,6.838159267362352e-08
313,163.0,"Aleut (Western, Commander Islands)",Russia,RUS,ale,Critically endangered,5,55.17100000000001,166.09400000000005,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,3.419079633681176e-08
314,719.0,Central Selkup,Russia,RUS,sel,Critically endangered,5,59.8903,82.0129,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,3.419079633681176e-08
315,679.0,Southern Selkup,Russia,RUS,sel,Critically endangered,5,58.6626,85.8581,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,1,9,146238185,Republic,1,0,0,0,3.419079633681176e-08
316,486.0,Ainu (Kuril),Russia,RUS,ain,Extinct,0,46.8882,152.0068,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
317,494.0,Ainu (Sakhalin),Russia,RUS,ain,Extinct,0,47.3983,142.2949,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
318,329.0,Akkala Saami,Russia,RUS,sia,Extinct,0,67.5809,31.668000000000006,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
319,465.0,Arman,Russia,RUS,eve,Extinct,0,59.6732,150.1391,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
320,477.0,Kamas,Russia,RUS,"xas, zkb",Extinct,0,57.9964,92.8784,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
321,1353.0,Kamas Turk,Russia,RUS,kjh,Extinct,0,58.109,92.7101,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
322,1517.0,Karelian (Valday),Russia,RUS,krl,Extinct,0,58.0284,33.3215,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
323,479.0,Kerek,Russia,RUS,krk,Extinct,0,62.5996,176.9183,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
324,158.0,Old Sirenik,Russia,RUS,ysr,Extinct,0,64.4194,-173.9657,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
325,689.0,Seward Peninsula Inupiaq (Big Diomede Island),Russia,RUS,esk,Extinct,0,65.7853,-169.0686,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
326,677.0,Southern Khanty,Russia,RUS,kca,Extinct,0,60.4301,69.9829,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
327,678.0,Southern Mansi,Russia,RUS,mns,Extinct,0,58.4362,65.5664,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
328,644.0,Ubykh (Caucasus),Russia,RUS,uby,Extinct,0,43.5585,39.8597,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
329,722.0,Western Mansi,Russia,RUS,mns,Extinct,0,61.1432,62.4023,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
330,509.0,Yug,Russia,RUS,"yug, yuu",Extinct,0,61.0901,88.1982,52.0,0.8240000000000001,72.6,15.0,12.2,26.156999999999996,2,9,146238185,Republic,1,0,0,0,0.0
331,1013.0,Quechua of Cuzco,Peru,PER,quz,Vulnerable,1115000,-13.4537,-72.0098,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,0.03375177053009713
332,989.0,Quechua of Ayacucho,Peru,PER,quy,Definitely endangered,850000,-13.1276,-74.2071,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.02573004928303369
333,997.0,Quechua of Ancash and Huánuco,Peru,PER,"qec, qed, qee, qan, qei, qub, qej, qel, qem",Definitely endangered,600000,-9.4598,-77.1789,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.01816238772920025
334,741.0,Ashaninka (Peru),Peru,PER,"cjo, cni, cpb, cpc, cpu, cpy, prq",Vulnerable,62468,-10.6929,-74.3444,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,0.001890946727779469
335,998.0,"Quechua of Cajatambo, Pasco and northern Junín",Peru,PER,"qvn, qvr, qva, qxa, qxt, qxh, qvl",Severely endangered,40000,-10.6147,-76.506,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.0012108258486133502
336,734.0,Awajun,Peru,PER,agr,Vulnerable,39000,-4.3464,-77.8271,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,0.0011805552023980163
337,999.0,Wanka Quechua,Peru,PER,"qhu, qhj, qxw, qvw",Severely endangered,35000,-12.136,-75.2453,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.0010594726175366814
338,1012.0,Quechua of Cajamarca,Peru,PER,"qnt, quf",Severely endangered,30000,-7.1772,-78.673,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.0009081193864600126
339,654.0,Shipibo-Conibo,Peru,PER,shp,Definitely endangered,16085,-8.4289,-74.6411,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.00048690334437364344
340,731.0,Machiguenga,Peru,PER,mcb,Definitely endangered,11000,-11.8888,-72.9052,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.0003329771083686713
341,743.0,Chayahuita,Peru,PER,cbt,Definitely endangered,10000,-5.3425,-76.6955,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.00030270646215333754
342,735.0,Wampis,Peru,PER,hub,Vulnerable,8000,-3.4476,-77.7941,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,0.00024216516972267002
343,739.0,Yanesha,Peru,PER,ame,Severely endangered,8000,-10.3743,-75.2343,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.00024216516972267002
344,1015.0,Quechua of Peruvian Amazonia,Peru,PER,"qln, qlb",Vulnerable,7200,-2.3723,-74.1137,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,0.00021794865275040303
345,1014.0,Quechua of San Martín,Peru,PER,qsa,Severely endangered,6000,-6.5336,-76.4428,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.00018162387729200253
346,748.0,Nomatsiguenga,Peru,PER,not,Severely endangered,4500,-11.3292,-74.3664,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.00013621790796900188
347,749.0,Cashinahua (Peru),Peru,PER,cbs,Definitely endangered,4000,-10.3581,-71.5869,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.00012108258486133501
348,1908.0,Yagua,Peru,PER,yad,Definitely endangered,4000,-3.3598,-72.3779,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,0.00012108258486133501
349,744.0,Culina (Peru),Peru,PER,cul,Definitely endangered,2500,-9.6224,-70.7958,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,7.567661553833439e-05
350,745.0,Mayoruna (Peru),Peru,PER,mcf,Vulnerable,2500,-5.5285,-73.4765,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,7.567661553833439e-05
351,732.0,Yine,Peru,PER,pib,Definitely endangered,2150,-11.4584,-73.0261,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,6.508188936296757e-05
352,733.0,Urarina,Peru,PER,ura,Vulnerable,2000,-4.3464,-75.3002,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,6.0541292430667506e-05
353,579.0,Candoshi,Peru,PER,cbu,Definitely endangered,1900,-3.7107,-76.9042,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,5.751422780913413e-05
354,747.0,Cashibo-Cacataibo,Peru,PER,cbr,Definitely endangered,1800,-8.9393,-75.0915,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,5.448716318760076e-05
355,1946.0,Quechua of Yauyos,Peru,PER,qux,Critically endangered,1700,-12.9081,-75.6958,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,5.146009856606738e-05
356,1709.0,Harakmbut,Peru,PER,"amr, hug",Definitely endangered,1206,-12.9403,-70.2685,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,3.6506399335692503e-05
357,590.0,Cocama-Cocamilla (Peru),Peru,PER,cod,Severely endangered,1000,-4.8282,-74.2565,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,3.0270646215333753e-05
358,607.0,Jaqaru,Peru,PER,jqr,Severely endangered,750,-12.7488,-75.8248,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,2.2702984661500316e-05
359,753.0,Iñapari,Peru,PER,"inp, cuj",Critically endangered,600,-12.0822,-69.7412,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.816238772920025e-05
360,752.0,Amahuaca,Peru,PER,amc,Severely endangered,500,-10.8764,-72.29,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.5135323107666876e-05
361,996.0,Quechua of Chachapoyas,Peru,PER,quk,Critically endangered,500,-6.2606,-77.7722,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.5135323107666876e-05
362,730.0,Nanti,Peru,PER,cox,Vulnerable,450,-11.6629,-72.6965,79.0,0.777,76.7,15.0,9.7,12.252,0,42,33035304,Republic,1,0,0,0,1.362179079690019e-05
363,750.0,Sharanahua,Peru,PER,mcd,Severely endangered,450,-10.3365,-70.9277,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.362179079690019e-05
364,653.0,Siona  Secoya (Peru),Peru,PER,"sey, snn",Definitely endangered,450,-0.5712,-74.8828,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.362179079690019e-05
365,2058.0,Caquinte Campa,Peru,PER,cot,Definitely endangered,250,-11.146,-73.4765,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,7.567661553833438e-06
366,738.0,Orejón,Peru,PER,ore,Severely endangered,200,-2.7674,-72.9492,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,6.054129243066751e-06
367,737.0,Ocaina (Peru),Peru,PER,oca,Critically endangered,150,-2.8552,-71.9824,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,4.540596932300063e-06
368,746.0,Capanahua,Peru,PER,kaq,Severely endangered,120,-6.5991,-74.2895,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,3.6324775458400506e-06
369,608.0,Jebero,Peru,PER,jeb,Critically endangered,100,-5.3097,-75.9814,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,3.0270646215333755e-06
370,638.0,Omagua (Peru),Peru,PER,omg,Critically endangered,100,-4.0724,-73.10300000000002,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,3.0270646215333755e-06
371,570.0,Arabela,Peru,PER,arl,Severely endangered,50,-1.5818,-75.3881,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.5135323107666877e-06
372,1945.0,Quechua of Pacaraos,Peru,PER,qvp,Critically endangered,35,-11.2538,-76.8054,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.0594726175366814e-06
373,727.0,Iquito,Peru,PER,iqu,Critically endangered,25,-3.6449,-74.1577,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,7.567661553833439e-07
374,583.0,Chamicuro,Peru,PER,ccc,Critically endangered,8,-5.5285,-75.5969,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,2.4216516972267004e-07
375,636.0,Munichi,Peru,PER,myr,Critically endangered,8,-5.8182,-76.1846,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,2.4216516972267004e-07
376,651.0,Resígaro,Peru,PER,rgr,Critically endangered,5,-2.7674,-71.7187,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,1.5135323107666877e-07
377,729.0,Andoa (Peru),Peru,PER,anb,Critically endangered,2,-2.6796,-76.2011,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,6.054129243066751e-08
378,728.0,Vacacocha,Peru,PER,ash,Critically endangered,2,-2.0869,-74.5092,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,6.054129243066751e-08
379,657.0,Taushiro,Peru,PER,trr,Critically endangered,1,-3.2502,-75.8935,79.0,0.777,76.7,15.0,9.7,12.252,1,42,33035304,Republic,1,0,0,0,3.0270646215333755e-08
380,587.0,Cholon,Peru,PER,cht,Extinct,0,-8.8633,-76.1791,79.0,0.777,76.7,15.0,9.7,12.252,2,42,33035304,Republic,1,0,0,0,0.0
381,962.0,Panobo,Peru,PER,pno,Extinct,0,-6.97,-74.9267,79.0,0.777,76.7,15.0,9.7,12.252,2,42,33035304,Republic,1,0,0,0,0.0
382,754.0,Yameo,Peru,PER,yme,Extinct,0,-4.4449,-73.5644,79.0,0.777,76.7,15.0,9.7,12.252,2,42,33035304,Republic,1,0,0,0,0.0
383,1024.0,Eastern Slovak,Slovakia,"SVK, UKR",slk,Vulnerable,1000000,48.8068,21.7968,39.0,0.86,77.5,14.5,12.7,32.113,0,117,5464060,Republic,1,0,0,0,0.18301409574565433
384,377.0,Ligurian,France,"FRA, ITA, MCO",lij,Definitely endangered,1000000,44.5748,8.7011,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.014837015385984956
385,375.0,Languedocian,France,FRA,oci,Severely endangered,500000,43.8899,2.5378,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.007418507692992478
386,378.0,Limousin,France,FRA,oci,Severely endangered,400000,46.0579,1.8017,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.005934806154393982
387,336.0,Breton,France,FRA,bre,Severely endangered,250000,48.2246,-3.9331,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.003709253846496239
388,365.0,Alpine Provençal,France,"FRA, ITA",oci,Definitely endangered,200000,44.7467,6.6796,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.002967403077196991
389,355.0,Gallo,France,FRA,fra,Severely endangered,200000,47.931,-2.0544,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.002967403077196991
390,340.0,Corsican,France,"FRA, ITA",cos,Definitely endangered,160000,42.0819,9.0307,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.0023739224617575928
391,404.0,Provençal,France,FRA,oci,Severely endangered,150000,43.5485,6.1083,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.0022255523078977433
392,366.0,Francoprovençal,France,"FRA, ITA, CHE",frp,Definitely endangered,100000,45.7828,6.9982,26.0,0.901,82.7,15.6,11.5,47.173,1,20,67399000,Republic,1,0,0,0,0.0014837015385984955
393,407.0,Rusyn,Hungary,"HUN, POL, ROU, SVK, UKR",rue,Vulnerable,1000000,48.4437,22.9394,40.0,0.8540000000000001,76.9,15.2,12.0,31.329,0,91,9731000,Republic,1,0,0,0,0.1027643613194944
394,1515.0,Talysh,Azerbaijan,"AZE, IRN",tly,Vulnerable,1000000,38.814,48.6804,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,0,90,10123400,Republic,1,0,0,0,0.09878104194243041
395,1072.0,Lezgian,Azerbaijan,"AZE, RUS",lez,Vulnerable,500000,41.4921,48.0541,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,0,90,10123400,Republic,1,0,0,0,0.049390520971215206
396,1036.0,Rutul,Azerbaijan,"AZE, RUS",rut,Definitely endangered,29383,41.5332,47.3181,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,1,90,10123400,Republic,1,0,0,0,0.0029024833553944326
397,1061.0,Tsakhur,Azerbaijan,"AZE, RUS",tkr,Definitely endangered,25000,41.6523,46.9775,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,1,90,10123400,Republic,1,0,0,0,0.00246952604856076
398,1055.0,Kryz,Azerbaijan,AZE,kry,Severely endangered,10000,41.1455,48.164,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,1,90,10123400,Republic,1,0,0,0,0.000987810419424304
399,1063.0,Udi (Azerbaijan),Azerbaijan,AZE,udi,Severely endangered,5000,41.0689,47.4609,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,1,90,10123400,Republic,1,0,0,0,0.000493905209712152
400,1052.0,Juhur (Caucasus),Azerbaijan,"AZE, RUS",jdt,Definitely endangered,3016,42.0044,48.2409,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,1,90,10123400,Republic,1,0,0,0,0.00029792362249837014
401,1045.0,Budukh,Azerbaijan,AZE,bdk,Severely endangered,3000,41.1207,48.3233,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,1,90,10123400,Republic,1,0,0,0,0.0002963431258272912
402,1054.0,Khinalug,Azerbaijan,AZE,kjj,Severely endangered,2500,41.1579,48.0706,88.0,0.7559999999999999,73.0,12.9,10.6,13.784,1,90,10123400,Republic,1,0,0,0,0.000246952604856076
403,1803.0,K'iche' (Guatemala),Guatemala,GTM,quc,Vulnerable,890596,15.0309,-91.1485,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.05205197084749242
404,1827.0,Q'eqchi' (Guatemala),Guatemala,GTM,kek,Vulnerable,716101,15.4707,-90.3722,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.0418533974729958
405,1825.0,Poqomchi',Guatemala,GTM,pob,Vulnerable,92941,15.3757,-90.4288,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.00543205024785289
406,1777.0,Achi',Guatemala,GTM,acr,Vulnerable,82640,15.0845,-90.4888,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.00482999572290553
407,1831.0,Tz'utujil,Guatemala,GTM,"tzj, tzt",Definitely endangered,63237,14.6394,-91.2301,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,0.003695963692272229
408,1787.0,Chuj (Guatemala),Guatemala,GTM,"cnm, cac",Vulnerable,59048,15.8259,-91.4783,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.0034511324715165263
409,1778.0,Akatek (Guatemala),Guatemala,GTM,knj,Vulnerable,35763,15.5724,-91.4218,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.002090212210046835
410,1800.0,Jakaltek (Guatemala),Guatemala,GTM,jai,Definitely endangered,34038,15.6685,-91.7111,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,0.001989392478415518
411,1784.0,Ch'orti' (Guatemala),Guatemala,GTM,caa,Definitely endangered,11734,14.968,-89.2905,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,0.0006858079599778979
412,1828.0,Sakapultek,Guatemala,GTM,quv,Definitely endangered,6973,14.9752,-91.0527,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,0.000407545500675463
413,1829.0,Sipakapense,Guatemala,GTM,qum,Definitely endangered,5687,15.2121,-91.6335,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,0.00033238366016655066
414,1832.0,Uspantek,Guatemala,GTM,usp,Vulnerable,3971,15.3475,-90.8684,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.00023208994452635358
415,1834.0,Garífuna (Guatemala),Guatemala,GTM,cab,Vulnerable,3564,15.8268,-88.7506,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,0,69,17109746,Republic,1,0,0,0,0.00020830233248348633
416,1823.0,Mopán (Guatemala),Guatemala,GTM,mop,Severely endangered,2455,16.5144,-89.4167,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,0.0001434854731332657
417,1830.0,Tektitek,Guatemala,GTM,ttc,Definitely endangered,1144,15.3073,-92.0609,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,6.686247709346475e-05
418,1788.0,Itzá,Guatemala,GTM,itz,Critically endangered,1094,16.9838,-89.899,127.0,0.6629999999999999,74.3,10.8,6.6,8.494,1,69,17109746,Republic,1,0,0,0,6.394016603168744e-05
419,1117.0,Newar,Nepal,NPL,new,Definitely endangered,825458,27.6981,85.3198,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.02717283907741954
420,1118.0,Magar,Nepal,NPL,"mgp, mrd",Definitely endangered,489383,28.0816,83.4301,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.01610975422883394
421,964.0,Bantawa,Nepal,NPL,bap,Vulnerable,371056,27.0994,87.0048,142.0,0.602,70.8,12.8,5.0,3.457,0,49,30378055,Republic,1,0,0,0,0.012214606893035121
422,1113.0,Gurung,Nepal,NPL,"ggn, gvr",Definitely endangered,338925,28.275,84.1782,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.011156902573255596
423,1025.0,Chamling,Nepal,NPL,rab,Definitely endangered,44093,27.0499,86.7329,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.0014514754153944352
424,1447.0,Satār,Nepal,NPL,sat,Vulnerable,40260,26.5541,87.91799999999998,142.0,0.602,70.8,12.8,5.0,3.457,0,49,30378055,Republic,1,0,0,0,0.0013252988053382615
425,1082.0,Chepang,Nepal,NPL,"cdm, byh",Vulnerable,36807,27.7552,84.8144,142.0,0.602,70.8,12.8,5.0,3.457,0,49,30378055,Republic,1,0,0,0,0.0012116312252380872
426,1116.0,Thangmi,Nepal,NPL,thf,Definitely endangered,33500,27.6969,86.0057,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.0011027697461210074
427,431.0,Danuwar,Nepal,NPL,dhw,Severely endangered,31849,26.9661,86.3223,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.001048421302812178
428,1120.0,Kham,Nepal,NPL,"kgj, kip",Definitely endangered,30000,28.4321,82.9635,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.0009875549965262752
429,1112.0,Ghale,Nepal,NPL,"ght, ghh, ghe",Vulnerable,28989,28.2501,84.71799999999998,142.0,0.602,70.8,12.8,5.0,3.457,0,49,30378055,Republic,1,0,0,0,0.0009542743931433398
430,1446.0,Kurux (Nepal),Nepal,NPL,kru,Vulnerable,28615,26.6032,87.2259,142.0,0.602,70.8,12.8,5.0,3.457,0,49,30378055,Republic,1,0,0,0,0.0009419628741866456
431,1105.0,Sunwar,Nepal,NPL,suz,Vulnerable,26611,27.3485,86.2337,142.0,0.602,70.8,12.8,5.0,3.457,0,49,30378055,Republic,1,0,0,0,0.0008759942004186904
432,1169.0,Majhi,Nepal,NPL,bmj,Severely endangered,24664,27.9208,83.5082,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.0008119018811441352
433,436.0,Dhimal,Nepal,NPL,dhi,Severely endangered,20000,26.6192,87.4635,142.0,0.602,70.8,12.8,5.0,3.457,1,49,30378055,Republic,1,0,0,0,0.0006583699976841835
