ID,Name in English,Main country,All countries,ISO639-3 codes,Degree of endangerment,Number of speakers,Latitude,Longitude,Rank ,Quality of life index(HDI-2019),Life expectancy at birth (years) SDG3,Expected years of schooling (years) SDG 4.3,Mean years of schooling (years) SDG 4.6,Gross national income (GNI) per capita (PPP $) SDG 8.5,Endangered,Rank,Population,Government
1066.0,Ossete,Georgia,"GEO, RUS",oss,Vulnerable,550000.0,42.9564,44.4946,61.0,0.812,73.8,15.3,13.1,14.429,0.0,129,3716858.0,Republic
1057.0,Mingrelian,Georgia,GEO,xmf,Definitely endangered,350000.0,42.4599,41.7205,61.0,0.812,73.8,15.3,13.1,14.429,1.0,129,3716858.0,Republic
1056.0,Laz,Georgia,"GEO, TUR",lzz,Definitely endangered,130000.0,41.2736,41.2646,61.0,0.812,73.8,15.3,13.1,14.429,1.0,129,3716858.0,Republic
1076.0,Abkhaz,Georgia,"GEO, RUS, TUR",abk,Vulnerable,125000.0,43.133,40.8471,61.0,0.812,73.8,15.3,13.1,14.429,0.0,129,3716858.0,Republic
1058.0,Svan,Georgia,GEO,sva,Definitely endangered,80000.0,43.0207,42.3193,61.0,0.812,73.8,15.3,13.1,14.429,1.0,129,3716858.0,Republic
1612.0,Bohtan Neo-Aramaic,Georgia,"GEO, RUS",bhn,Severely endangered,1000.0,41.5579,45.0219,61.0,0.812,73.8,15.3,13.1,14.429,1.0,129,3716858.0,Republic
1041.0,Bats,Georgia,GEO,bbl,Severely endangered,500.0,42.0982,45.0878,61.0,0.812,73.8,15.3,13.1,14.429,1.0,129,3716858.0,Republic
2485.0,Brahui,Iran,"IRN, PAK, AFG",brh,Vulnerable,500000.0,29.0369,66.5826,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,0.0,17,84245011.0,Republic
847.0,Khorasani Turk,Iran,IRN,kmz,Vulnerable,200000.0,36.6596,57.854,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,0.0,17,84245011.0,Republic
1765.0,Lari,Iran,IRN,"lrl, fay",Definitely endangered,80000.0,27.8585,54.8547,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1804.0,Khalaj,Iran,IRN,klj,Vulnerable,42100.0,34.3751,50.3063,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,0.0,17,84245011.0,Republic
1768.0,Dzhidi,Iran,IRN,jpr,Definitely endangered,30000.0,33.5139,48.0102,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1802.0,Hawrami,Iran,"IRN, IRQ","bjm, hac, sdb, sdf",Definitely endangered,23000.0,35.4259,46.2551,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1779.0,Ashtiani,Iran,IRN,atn,Definitely endangered,21000.0,34.4861,51.0562,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1799.0,Khunsari,Iran,IRN,kfm,Definitely endangered,21000.0,32.8795,51.6796,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
2300.0,Semnani,Iran,IRN,"lsa, sgr, smy, sqo",Definitely endangered,21000.0,34.8679,53.4924,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1797.0,Vafsi,Iran,IRN,vaf,Definitely endangered,18000.0,34.0867,49.8861,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1773.0,Dari,Iran,IRN,gbz,Definitely endangered,15000.0,31.8402,54.1625,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
2301.0,Bashkardi,Iran,IRN,bsg,Definitely endangered,7000.0,28.5169,57.7551,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
2061.0,Gazi,Iran,IRN,gzi,Definitely endangered,7000.0,32.8036,51.6211,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1786.0,Natanzi,Iran,IRN,ntz,Severely endangered,7000.0,33.452,51.3006,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1783.0,Nayini,Iran,IRN,nyq,Severely endangered,7000.0,32.8519,53.1573,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1795.0,Sivandi,Iran,IRN,"siy, faz",Definitely endangered,7000.0,29.9168,51.5945,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
2302.0,Soi,Iran,IRN,soi,Definitely endangered,7000.0,31.6533,55.6787,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1775.0,Mandaic,Iran,"IRN, IRQ",mid,Critically endangered,300.0,31.3348,48.7023,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1790.0,Koroshi,Iran,IRN,ktl,Critically endangered,200.0,29.8978,52.6574,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
1792.0,Senaya,Iran,IRN,syn,Critically endangered,60.0,36.2664,50.0042,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,1.0,17,84245011.0,Republic
2204.0,Lishan Didan (Iran),Iran,IRN,trg,Extinct,0.0,37.9615,44.6044,70.0,0.7829999999999999,76.7,14.8,10.3,12.447,2.0,17,84245011.0,Republic
1506.0,Huasteca Náhuatl,Mexico,MEX,nhe,Vulnerable,463183.0,21.3835,-98.9902,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1503.0,Central Náhuatl,Mexico,MEX,"nhn, nch, ncx",Vulnerable,395581.0,19.191,-99.0236,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
916.0,Sierra Totonac,Mexico,MEX,tos,Severely endangered,118367.0,20.2461,-97.6586,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
904.0,Phurhepecha,Mexico,MEX,tsz,Vulnerable,102988.0,19.3111,-102.041,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
932.0,Mezquital Otomí,Mexico,MEX,ote,Definitely endangered,88789.0,20.4831,-99.21700000000001,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
915.0,Papantla Totonac,Mexico,MEX,top,Definitely endangered,49748.0,20.4477,-97.32,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
927.0,Sierra Otomí,Mexico,MEX,otm,Vulnerable,43468.0,20.1021,-97.62200000000001,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1356.0,Chontal Tabasco,Mexico,MEX,chf,Severely endangered,36514.0,17.7607,-92.5936,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1491.0,Huichol,Mexico,MEX,hch,Vulnerable,35724.0,22.65,-103.5833,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1277.0,Highland Mazatec,Mexico,MEX,mau,Vulnerable,33859.0,18.1307,-96.8436,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1490.0,Mayo,Mexico,MEX,mfy,Critically endangered,32869.0,26.9114,-109.6271,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
907.0,Sierra Popoluca,Mexico,MEX,poi,Vulnerable,28700.0,18.245,-94.76,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1279.0,Soyaltepec Mazatec,Mexico,MEX,vmp,Vulnerable,27524.0,18.2499,-96.3995,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1505.0,Isthmus Náhuatl,Mexico,MEX,nhk,Vulnerable,26632.0,18.2209,-94.8382,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1278.0,Lowland Mazatec,Mexico,MEX,maj,Vulnerable,18389.0,18.0801,-96.5236,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
939.0,San Mateo del Mar Huave,Mexico,MEX,huv,Vulnerable,12667.0,16.2,-94.9833,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1286.0,Mazatlán Mazatec,Mexico,MEX,vmz,Vulnerable,12340.0,18.033,-96.8999,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1489.0,Yaqui (Mexico),Mexico,MEX,yaq,Vulnerable,11806.0,27.6436,-110.296,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
919.0,Filomeno Mata Totonac,Mexico,MEX,tlp,Vulnerable,11710.0,20.198,-97.7022,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1484.0,Northwestern Tarahumara,Mexico,MEX,"tac, thh",Vulnerable,10031.0,27.9169,-107.0552,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1016.0,Central Cuicatec,Mexico,MEX,"cux, cut",Vulnerable,8621.0,17.8,-96.961,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1274.0,Ixcatlán Mazatec,Mexico,MEX,mzi,Vulnerable,8593.0,18.1447,-96.4855,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
918.0,Patla-Chicontla Totonac,Mexico,MEX,tku,Severely endangered,8590.0,20.1644,-97.6927,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
925.0,Central Pame,Mexico,MEX,pbs,Vulnerable,7399.0,21.9208,-99.3741,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
694.0,San Francisco del Mar Huave,Mexico,MEX,hue,Critically endangered,6874.0,16.3333,-94.5166,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
2720.0,Northern Tepehuán,Mexico,MEX,tnp,Definitely endangered,6802.0,26.4258,-107.2683,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1486.0,Southeastern Tarahumara,Mexico,MEX,tcu,Vulnerable,5406.0,26.0891,-106.9645,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
851.0,San Dionisio del Mar Huave,Mexico,MEX,hve,Definitely endangered,5165.0,16.3166,-94.75,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
954.0,Zapotec of Petapa,Mexico,MEX,zpe,Definitely endangered,4613.0,16.8333,-95.1166,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1269.0,Eastern Popoloc,Mexico,MEX,poe,Vulnerable,3544.0,18.3322,-97.3471,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1271.0,Eloxochitlán Mazatec,Mexico,MEX,maa,Vulnerable,3384.0,18.1754,-96.8765,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1285.0,Ayautla Mazatec,Mexico,MEX,vmy,Vulnerable,3192.0,18.019000000000002,-96.7441,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
991.0,Eastern Tlapanec,Mexico,MEX,tcf,Vulnerable,3088.0,17.8135,-98.604,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1483.0,Southwestern Tepehuan,Mexico,MEX,tla,Vulnerable,2756.0,22.8349,-105.7276,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
957.0,Chatino of the western lowlands,Mexico,MEX,ctp,Definitely endangered,2640.0,16.3049,-97.5466,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
922.0,Pisaflores Tepehua,Mexico,MEX,tpp,Vulnerable,2578.0,20.6883,-98.0125,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
818.0,Highland Chontal,Mexico,MEX,chd,Severely endangered,2410.0,16.2832,-95.85700000000001,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
923.0,Tlachichilco Tepehua,Mexico,MEX,tpt,Definitely endangered,2234.0,20.6205,-98.1991,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1360.0,Chuj (Mexico),Mexico,MEX,"cnm, cac",Critically endangered,1771.0,16.1203,-92.0407,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1018.0,Eastern Cuicatec,Mexico,MEX,cut,Vulnerable,1641.0,17.9666,-96.7166,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
921.0,Huehuetla Tepehua,Mexico,MEX,tee,Definitely endangered,1603.0,20.46,-98.0761,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1284.0,Chiquihuitlán Mazatec,Mexico,MEX,maq,Definitely endangered,1502.0,17.9953,-96.7449,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1287.0,Tecóatl Mazatec,Mexico,MEX,maa,Vulnerable,1300.0,18.1653,-96.9124,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
920.0,Ozomatlán Totonac,Mexico,MEX,tgt,Critically endangered,1276.0,20.1766,-98.0527,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1272.0,Huehuetlán Mazatec,Mexico,MEX,vmz,Vulnerable,1169.0,18.1964,-96.9471,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
146.0,Santa María del Mar Huave,Mexico,MEX,hvv,Severely endangered,862.0,16.2166,-94.85,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1488.0,Mountain Guarijío,Mexico,MEX,var,Vulnerable,696.0,27.8758,-108.553,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1355.0,Lacandón,Mexico,MEX,lac,Critically endangered,563.0,16.706,-91.0641,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1357.0,Akatek (Mexico),Mexico,MEX,knj,Vulnerable,532.0,16.7823,-93.1061,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1080.0,Seri,Mexico,MEX,sei,Vulnerable,518.0,29.2333,-112.2,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1267.0,Western Popoloc,Mexico,MEX,pow,Severely endangered,516.0,18.4141,-98.0176,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
2719.0,Jakaltek (Mexico),Mexico,MEX,jai,Severely endangered,504.0,16.3137,-93.2084,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
935.0,Ixtenco Otomí,Mexico,MEX,otz,Severely endangered,461.0,19.2495,-97.8943,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
956.0,Chatino of Zacatepec,Mexico,MEX,ctz,Definitely endangered,453.0,16.1333,-97.35,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1029.0,Valle Nacional Chinantec,Mexico,MEX,cvn,Definitely endangered,442.0,17.7747,-96.3034,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1500.0,Tabasco Náhuatl,Mexico,MEX,nhk,Critically endangered,434.0,18.0026,-93.3722,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
937.0,Tlahuica,Mexico,MEX,ocu,Severely endangered,405.0,18.9664,-99.4137,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
926.0,Northern Pame,Mexico,MEX,pmq,Definitely endangered,337.0,21.9955,-99.6458,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
914.0,Misantla Totonac,Mexico,MEX,tlc,Critically endangered,325.0,19.865,-96.7755,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
934.0,Tilapa Otomí,Mexico,MEX,otl,Severely endangered,292.0,18.8923,-99.2986,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
911.0,Texistepecan,Mexico,MEX,poq,Severely endangered,250.0,17.8941,-94.8163,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
945.0,Zapotec of San Bartolo Yautepec,Mexico,MEX,zpb,Severely endangered,246.0,16.4333,-95.9666,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1366.0,K'iche' (Mexico),Mexico,MEX,quc,Definitely endangered,226.0,19.3482,-90.7177,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
725.0,Paipai,Mexico,MEX,ppi,Severely endangered,226.0,29.65,-115.1333,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
723.0,Cocopa (Mexico),Mexico,MEX,coc,Definitely endangered,206.0,32.25,-115.25,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1264.0,Southern Chocho,Mexico,MEX,coz,Severely endangered,200.0,17.6608,-97.335,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
724.0,Tipai (Mexico),Mexico,MEX,dih,Severely endangered,184.0,32.0,-116.1166,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1262.0,Eastern Chocho,Mexico,MEX,coz,Severely endangered,181.0,17.7223,-97.3213,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1481.0,Chihuahua Lower Pima,Mexico,MEX,pia,Definitely endangered,159.0,28.686,-106.1378,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1081.0,Kickapoo (Mexico),Mexico,MEX,kic,Critically endangered,144.0,28.0,-101.75,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1358.0,Motocintlec,Mexico,MEX,mhc,Critically endangered,141.0,15.3709,-92.2484,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1480.0,O'odham (Mexico),Mexico,MEX,ood,Definitely endangered,94.0,31.5188,-112.7472,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
1368.0,Teko,Mexico,MEX,ttc,Severely endangered,71.0,15.6582,-92.1427,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
726.0,Kiliwa,Mexico,MEX,klb,Critically endangered,56.0,31.25,-115.6166,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
944.0,Zapotec of Asunción Tlacolulita,Mexico,MEX,zpk,Critically endangered,53.0,16.3,-95.7166,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
943.0,Zapotec of San Felipe Tejalapan,Mexico,MEX,ztt,Critically endangered,50.0,17.1099,-96.8539,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
698.0,Malinaltepec Tlapanec,Mexico,MEX,tll,Vulnerable,29.0,17.2451,-98.6717,74.0,0.779,75.1,14.8,8.8,19.16,0.0,10,126014024.0,Republic
1265.0,Ixcatec,Mexico,MEX,ixc,Critically endangered,21.0,17.8493,-97.181,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
942.0,Zapotec of Mixtepe,Mexico,MEX,zpm,Critically endangered,14.0,16.2666,-96.3666,74.0,0.779,75.1,14.8,8.8,19.16,1.0,10,126014024.0,Republic
534.0,Lalo,China,CHN,"yik, ywt, yit, ywl",Vulnerable,400000.0,25.383000000000003,99.9426,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1424.0,Santa,China,CHN,sce,Vulnerable,360000.0,35.5411,102.7935,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1479.0,Waxiang,China,CHN,wxa,Vulnerable,300000.0,28.5652,110.3576,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1434.0,Oyrat,China,"CHN, KGZ, MNG",xal,Definitely endangered,280000.0,46.195,88.7255,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2245.0,Phula (China),China,CHN,"ypa, ypg, ypo, yip, ypn, yhl, ypb, phh, ypm, ypp, yph, ypz",Vulnerable,250000.0,22.6001,104.0004,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1234.0,Tuvan,China,"CHN, MNG, RUS",tyv,Vulnerable,242754.0,51.7134,94.3945,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
981.0,Adi,China,"CHN, IND",adi,Vulnerable,170000.0,28.3527,95.2294,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1128.0,Sherpa,China,"CHN, IND, NPL",xsr,Vulnerable,143693.0,27.739,86.839,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1179.0,Ladakhi,China,"CHN, IND","cna, lbj, tkk",Vulnerable,105000.0,34.0617,77.5909,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1429.0,Salar,China,CHN,slr,Vulnerable,104503.0,36.2752,102.4584,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
451.0,Dagur (Nonni),China,CHN,dta,Definitely endangered,100000.0,47.9163,124.1235,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1233.0,Ordos,China,CHN,"drh, khk, mvf",Definitely endangered,100000.0,39.1641,108.1054,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1379.0,Wakhi,China,"CHN, PAK, TJK, AFG",wbl,Definitely endangered,75000.0,37.1603,74.9047,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2439.0,Northern Tujia,China,CHN,tji,Severely endangered,60000.0,28.828000000000003,109.5904,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
458.0,Buryat (Manchuria),China,"CHN, MNG","bxm, bxr, bxu",Definitely endangered,50000.0,49.8096,119.7509,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1422.0,Huzhu Monguor,China,CHN,mjg,Severely endangered,50000.0,36.7608,102.4255,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2241.0,Cosung (China),China,CHN,lkc,Definitely endangered,47000.0,22.6833,102.6666,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2249.0,Baheng (China),China,CHN,pha,Vulnerable,45000.0,26.19,110.24,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2414.0,Muji,China,CHN,"ymx, ymq, ymc, ymi, ymz",Definitely endangered,36500.0,23.6,102.7333,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2030.0,Amis,China,CHN,ami,Vulnerable,30000.0,23.4456,121.4483,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2427.0,Maonan,China,CHN,mmd,Vulnerable,30000.0,24.8341,107.57700000000001,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2425.0,Mulam,China,CHN,mlm,Vulnerable,30000.0,24.6341,108.2895,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2408.0,Wuse,China,CHN,eee,Vulnerable,30000.0,24.878,109.1053,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
1430.0,Sibe,China,CHN,sjo,Severely endangered,27000.0,43.6599,81.3427,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1423.0,Minhe Monguor,China,CHN,mjg,Definitely endangered,25000.0,36.4919,102.6452,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1501.0,Jone,China,CHN,cda,Definitely endangered,24000.0,34.5947,103.5653,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1461.0,Sarikoli,China,CHN,srh,Definitely endangered,22000.0,37.9463,75.1272,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2443.0,Aluo,China,CHN,yna,Definitely endangered,20000.0,25.9368,102.1839,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1425.0,Bonan,China,CHN,peh,Definitely endangered,15000.0,36.089,102.84299999999999,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2432.0,Ersu,China,CHN,ers,Definitely endangered,15000.0,28.7778,102.1277,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2445.0,Hlersu,China,CHN,hle,Vulnerable,15000.0,24.3789,102.046,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2448.0,Naluo,China,CHN,ylo,Vulnerable,15000.0,26.5895,100.8506,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2031.0,Paiwan,China,CHN,pwn,Vulnerable,15000.0,22.4313,120.7809,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2428.0,Rao,China,CHN,tct,Definitely endangered,15000.0,25.871,107.0476,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2446.0,Jinuo,China,CHN,"jiy, jiu",Definitely endangered,12000.0,21.4758,101.3111,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2435.0,Muya,China,CHN,mvm,Vulnerable,12000.0,30.2593,101.7497,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
556.0,Samei,China,CHN,smh,Severely endangered,12000.0,25.0756,103.0133,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
1084.0,Idu,China,"CHN, IND",clk,Definitely endangered,11101.0,28.6496,95.8419,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2430.0,Baima,China,CHN,bqh,Vulnerable,10000.0,33.1531,103.8696,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2029.0,Bunun,China,CHN,bnn,Vulnerable,10000.0,23.3624,121.1077,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
2447.0,Miqie,China,CHN,yiq,Definitely endangered,10000.0,26.9053,100.8506,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
461.0,Solon,China,CHN,"evn, orh",Definitely endangered,10000.0,48.166000000000004,119.4873,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2440.0,Southern Tujia,China,CHN,tjs,Severely endangered,10000.0,28.258000000000003,109.9398,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,1.0,1,1406894360.0,Republic
2410.0,Talu,China,CHN,yta,Vulnerable,10000.0,26.5623,102.8506,85.0,0.7609999999999999,76.9,14.0,8.1,16.057,0.0,1,1406894360.0,Republic
